ID Anggota,Kode Buku,Judul,Kode Klasifikasi,Nama Klasifikasi,Tanggal Pinjam,Tanggal Kembali,Bulan Peminjaman,Status peminjaman
2204010133,KB-126519,Akuntansi Manajemen,657,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2204010133,KB-126519,Akuntansi Manajemen,657,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020212,KB-723730,Etika bisnis dan profesi,174,Filsafat,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020212,KB-723730,Etika bisnis dan profesi,174,Filsafat,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020074,KB-723730,Etika bisnis dan profesi,174,Filsafat,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020074,KB-723730,Etika bisnis dan profesi,174,Filsafat,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020060,KB-723730,Etika bisnis dan profesi,174,Filsafat,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020060,KB-723730,Etika bisnis dan profesi,174,Filsafat,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020073,KB-723730,Etika bisnis dan profesi,174,Filsafat,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020073,KB-723730,Etika bisnis dan profesi,174,Filsafat,2024-03-20,2024-03-27,Maret,Telah Kembali
2204010127,KB-754850,Akuntansi manajemen jil.1,658,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020068,KB-315865,Kurikulum tingkat satuan pendidikan,378,Ilmu-ilmu sosial,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020023,KB-384198,Etika Bisnis,650,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020023,KB-060635,Dasar-dasar akuntansi jilid 1,657,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020023,KB-704583,ILMU MAKRO EKONOMI,330,Ilmu-ilmu sosial,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020013,KB-253268,Akuntansi keuangan : pemahaman perhitungan dan pencatatan akuntansi keuangan,657,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020013,KB-172958,PENGANTAR EKONOMIKA MAKRO,330,Ilmu-ilmu sosial,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020013,KB-322583,THE GENESIS OF MACROECONOMICS,339,Ilmu-ilmu sosial,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020042,KB-722892,Pengantar Teori Ekonomi,330,Ilmu-ilmu sosial,2024-03-20,2024-03-27,Maret,Telah Kembali
2304130124,KB-728286,Etika bisnis bagi pelaku bisnis,174,Filsafat,2024-03-20,2024-03-27,Maret,Telah Kembali
2304130124,KB-477017,Ekonomi makro,339,Ilmu-ilmu sosial,2024-03-20,2024-03-27,Maret,Telah Kembali
2304020096,KB-722892,Pengantar Teori Ekonomi,330,Ilmu-ilmu sosial,2024-03-20,2024-03-27,Maret,Telah Kembali
2304130153,KB-439264,Akuntansi keuangan menengah 1,657,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2004010006,KB-232532,Akuntansi lingkungan & pengungkapannya,657,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2004010006,KB-689034,Akuntansi Manajemen Lingkungan,657,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2004010006,KB-689034,Akuntansi Manajemen Lingkungan,657,Ilmu-ilmu terapan,2024-03-20,2024-03-27,Maret,Telah Kembali
2304130170,KB-728286,Etika bisnis bagi pelaku bisnis,174,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2304130158,KB-728286,Etika bisnis bagi pelaku bisnis,174,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2304130182,KB-728286,Etika bisnis bagi pelaku bisnis,174,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2305170094,KB-371564,KITAB UNDANG UNDANG HUKUM PERDATA,346,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304130111,KB-690041,PENGANTAR ILMU EKONOMI EDISI 3,330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304130117,KB-235237,Pengantar etika bisnis,174,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2304020071,KB-315853,ETIKA BISNIS EDISI 5,174,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2304020077,KB-315853,ETIKA BISNIS EDISI 5,174,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2304020017,KB-643562,Makroekonomi : Teori Pengantar Edisi Ketiga,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304130115,KB-154057,Etika,170,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2304130115,KB-154057,Etika,170,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010070,KB-986893,Pratikum audit Buku 1 Edisi 3,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010070,KB-006788,Managerial accounting,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010070,KB-006788,Managerial accounting,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010070,KB-006788,Managerial accounting,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120180,KB-214554,KItab Undang-undang Hukum Perdata,348,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120180,KB-643562,Makroekonomi : Teori Pengantar Edisi Ketiga,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305040027,KB-668328,3 Kitab undang-undang hukum KUHPER KUHP KUHAP,346,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010060,KB-986893,Pratikum audit Buku 1 Edisi 3,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120125,KB-306065,Paradigma Baru Pendidikan Kewarganegaraan : Panduan Kuliah di Perguruan Tinggi,324,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120125,KB-306065,Paradigma Baru Pendidikan Kewarganegaraan : Panduan Kuliah di Perguruan Tinggi,324,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150096,KB-085289,Ilmu pemerintahan,350,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150096,KB-164120,Sistem politik Indonesia,320,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150096,KB-164120,Sistem politik Indonesia,320,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150096,KB-164120,Sistem politik Indonesia,320,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150096,KB-164120,Sistem politik Indonesia,320,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150065,KB-925730,Ilmu Pemerintahan,350,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150065,KB-164120,Sistem politik Indonesia,320,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150065,KB-164120,Sistem politik Indonesia,320,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150065,KB-164120,Sistem politik Indonesia,320,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2305150065,KB-164120,Sistem politik Indonesia,320,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010029,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010029,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010029,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010054,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010054,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010054,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010054,KB-237460,Morfologi bahasa indonesia pendekatan proses,416,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010012,KB-740840,Morfologi suatu tinjauan deskriptif,416,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010012,KB-290050,Morfologi,416,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010005,KB-846077,Dasar-dasar pengembangan kurikulum,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010042,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010042,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010042,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010042,KB-962490,Pengembangan implementasi kurikulum 2013,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010038,KB-846077,Dasar-dasar pengembangan kurikulum,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010049,KB-962490,Pengembangan implementasi kurikulum 2013,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070085,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070085,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070085,KB-121349,Kurikulum dan pembelajaran,375,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020055,KB-515995,AKUNTANSI BIAYA TINGKAT LANJUT KAJIAN TEORI DAN APLIKASI,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020129,KB-170019,Akuntansi manajemen jilid 2,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010139,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010139,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010139,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010139,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010139,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2305010001,KB-316052,Tata bahasa praktis bahasa indonesia,415,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2305010003,KB-946691,Tata bahasa baku bahasa indonesia,400,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2305010009,KB-327422,KOMPISISI BAHASA INDONESIA REVISI 4,400,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2305010033,KB-359522,BERBAHASA INDONESIA YANG BAIK DAN BENAR,410,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070096,KB-496283,Teori tawa dan cara-cara melucu lainnya,813,Kesusastraan,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070096,KB-848682,Story of the future,808,Kesusastraan,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010056,KB-538206,Si anak spesial,813,Kesusastraan,2024-03-19,2024-03-26,Maret,Telah Kembali
2303010056,KB-546308,Sagaras,813,Kesusastraan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020033,KB-310262,Akuntansi manajemen biaya sebuah pengantar,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020028,KB-310262,Akuntansi manajemen biaya sebuah pengantar,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2305180070,KB-394786,"Life is short, make it great hidup ini singkat jangan dibuat berat",155,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2203020007,KB-646492,Analisis data dengan statistika nonparametrik,520,Ilmu-ilmu murni,2024-03-19,2024-03-26,Maret,Telah Kembali
2203020007,KB-438929,Statistika untuk penelitian,310,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2203020007,KB-438929,Statistika untuk penelitian,310,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2203020007,KB-469754,Statistika penelitian,310,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2203020007,KB-469754,Statistika penelitian,310,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070070,KB-839455,Si anak savana,813,Kesusastraan,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010017,KB-954211,ECONOMICS PENGANTAR MIKRO DAN MAKRO EDISI 5,330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120117,KB-954211,ECONOMICS PENGANTAR MIKRO DAN MAKRO EDISI 5,330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070095,KB-848682,Story of the future,808,Kesusastraan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020103,KB-116030,AKUNTANSI MANAJEMEN TEORI DAN APLIKASI,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070064,KB-120883,Berjuta rasanya,813,Kesusastraan,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070064,KB-839455,Si anak savana,813,Kesusastraan,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070064,KB-983243,Seni bijak berbicara refleksi untuk selalu berucap baik dan bermanfaat,808,Kesusastraan,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010070,KB-914106,Pengantar ilmu ekonomi makro( teori & soal ),330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010064,KB-914106,Pengantar ilmu ekonomi makro( teori & soal ),330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010064,KB-945351,Makroekonomi,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010064,KB-945351,Makroekonomi,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010062,KB-914106,Pengantar ilmu ekonomi makro( teori & soal ),330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010062,KB-097013,Teori ekonomi makro suatu pengantar,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020132,KB-116030,AKUNTANSI MANAJEMEN TEORI DAN APLIKASI,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010069,KB-155567,Teori ekonomi mikro suatu pengantar,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120172,KB-155567,Teori ekonomi mikro suatu pengantar,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010068,KB-155567,Teori ekonomi mikro suatu pengantar,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010015,KB-706485,Pengantar ekonomi makro,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120169,KB-155567,Teori ekonomi mikro suatu pengantar,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120169,KB-850427,EKONOMI MATEMATIKA BISNIS,330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120169,KB-850427,EKONOMI MATEMATIKA BISNIS,330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120173,KB-720766,Pengantar ekonomi makro edisi 7,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120173,KB-380991,ECONOMICS PENGANTAR MIKRO DAN MAKRO,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120171,KB-690041,PENGANTAR ILMU EKONOMI EDISI 3,330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120116,KB-898970,Pengantar ilmu ekonomi makro & mikro,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120116,KB-621309,Warren reeve fess accounting pengantar akuntansi buku satu,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2305040001,KB-445901,KUHP kitab undang undang hukum pidana,346,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020090,KB-126519,Akuntansi Manajemen,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020090,KB-126519,Akuntansi Manajemen,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020091,KB-126519,Akuntansi Manajemen,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020091,KB-126519,Akuntansi Manajemen,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204020091,KB-557023,Akuntansi manajemen : alat pengukuran dan pengambilan keputusan manajerial,658,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010063,KB-945351,Makroekonomi,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010063,KB-945351,Makroekonomi,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010147,KB-588128,BANTUAN HUKUM BUKAN HAK YANG DIBERI,340,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010147,KB-967409,ekonomi makro islami,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120170,KB-222513,pengantar ilmu ekonomi makro,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120170,KB-222513,pengantar ilmu ekonomi makro,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010125,KB-149337,Auditing : pendekatan sektor publik dan privat,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010125,KB-149337,Auditing : pendekatan sektor publik dan privat,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010133,KB-637814,Auditing : teori dan praktik dasar pemeriksaan akuntan publik,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010006,KB-468186,Auditing dan Pelayanan Verifikasi Pendekatan Terpadu Ed 9,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010053,KB-468186,Auditing dan Pelayanan Verifikasi Pendekatan Terpadu Ed 9,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010049,KB-914106,Pengantar ilmu ekonomi makro( teori & soal ),330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010049,KB-897984,Hukum Bisnis Pasar Modal,333,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304020018,KB-323008,PENGANTAR EKONOMI MAKRO,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304020005,KB-222513,pengantar ilmu ekonomi makro,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304020005,KB-222513,pengantar ilmu ekonomi makro,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304020033,KB-914106,Pengantar ilmu ekonomi makro( teori & soal ),330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304020014,KB-914106,Pengantar ilmu ekonomi makro( teori & soal ),330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304020014,KB-728286,Etika bisnis bagi pelaku bisnis,174,Filsafat,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120149,KB-677010,Makro ekonomi Indonesia,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120149,KB-897984,Hukum Bisnis Pasar Modal,333,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010099,KB-046548,Hukum Bisnis pasar modal,333,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010099,KB-601174,Makro ekonomi : aplikasi untuk indonesia,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010094,KB-722892,Pengantar Teori Ekonomi,330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010094,KB-897984,Hukum Bisnis Pasar Modal,333,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
190388201102,KB-844724,Metode penelitian bahasa,407,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
190388201102,KB-977376,Metode linguistik,410,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
190388201113,KB-332848,PRAGMATIK,400,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
190388201113,KB-684667,PENGAJARAN PRAGMATIK,400,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120200,KB-086102,Hukum bisnis untuk perusahaan,346,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010091,KB-601174,Makro ekonomi : aplikasi untuk indonesia,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010091,KB-722892,Pengantar Teori Ekonomi,330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010091,KB-945351,Makroekonomi,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010091,KB-945351,Makroekonomi,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120145,KB-183311,KUHP (Kitab Undang-Undang Hukum Pidana),345,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120145,KB-914106,Pengantar ilmu ekonomi makro( teori & soal ),330,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304120145,KB-388359,KUHD (Kitab Undang-Undang Hukum Dagang),345,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010100,KB-240370,hukum bisnis prinsip dan pelaksanaannya diindonesia,650,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010100,KB-677010,Makro ekonomi Indonesia,339,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304010100,KB-445901,KUHP kitab undang undang hukum pidana,346,Ilmu-ilmu sosial,2024-03-19,2024-03-26,Maret,Telah Kembali
2304130153,KB-728663,Business ethics etika bisnis,650,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2304130163,KB-728663,Business ethics etika bisnis,650,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010065,KB-868180,Auditing jilid 1,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
2204010064,KB-868180,Auditing jilid 1,657,Ilmu-ilmu terapan,2024-03-19,2024-03-26,Maret,Telah Kembali
170461201081,KB-678769,METODOLOGI PENELITIAN BISNIS DAN EKONOMI PENDEKATAN KUANTITATIF,1,Karya umum,2024-03-19,2024-03-26,Maret,Telah Kembali
2003010086,KB-158415,SEMANTIK 2,401,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2003010086,KB-530226,Semantik leksikal,410,Bahasa,2024-03-19,2024-03-26,Maret,Telah Kembali
2303070095,KB-053305,Pulang pergi,813,Kesusastraan,2024-03-18,2024-03-25,Maret,Telah Kembali
2303070095,KB-546308,Sagaras,813,Kesusastraan,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020052,KB-673436,Manajemen pendidikan,370,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020052,KB-673436,Manajemen pendidikan,370,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020052,KB-377205,Manajemen Sekolah,373,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020061,KB-131426,Pengantar manajemen pendidikan di sekolah,373,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020070,KB-673436,Manajemen pendidikan,370,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020070,KB-673436,Manajemen pendidikan,370,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020049,KB-673436,Manajemen pendidikan,370,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020049,KB-673436,Manajemen pendidikan,370,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020049,KB-673436,Manajemen pendidikan,370,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020049,KB-673436,Manajemen pendidikan,370,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2103020049,KB-451300,TEORI DAN APLIKASI MANAJEMEN PENDIDIKAN,374,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2105050001,KB-430173,Mencari keadilan pandangan ktitis terhadap penegakkan hukum di Indonesia,340,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2105050001,KB-690302,Pengantar ilmu hukum,340,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2105050001,KB-690302,Pengantar ilmu hukum,340,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2105050001,KB-690302,Pengantar ilmu hukum,340,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2105050001,KB-690302,Pengantar ilmu hukum,340,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2105050001,KB-690302,Pengantar ilmu hukum,340,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2105050001,KB-166841,Teori hubungan internasional dari perspektif klasik sampai non-barat,327,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2203010058,KB-895477,Pengantar statistika,520,Ilmu-ilmu murni,2024-03-18,2024-03-25,Maret,Telah Kembali
2203010058,KB-895477,Pengantar statistika,520,Ilmu-ilmu murni,2024-03-18,2024-03-25,Maret,Telah Kembali
2203010058,KB-637016,Dasar-Dasar Statistika,310,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
2304130133,KB-222513,pengantar ilmu ekonomi makro,339,Ilmu-ilmu sosial,2024-03-18,2024-03-25,Maret,Telah Kembali
