ID Anggota;Kode Eksemplar;Judul;Kode Klasifikasi;Nama Klasifikasi;Tanggal Pinjam;Tanggal Kembali;Bulan Peminjaman;Status peminjaman
2304130196;339MHS3.1;Ekonomi Makro;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2304130196;40179;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2304130196;272HB3.1;EKONOMI MAKRO;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2304020077;40947;Ekonomi makro pengantar;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2104010081;29203;AKUNTANSI SEKTOR PUBLIK: Suatu Pengantar;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2104010034;378apbn3.2;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2104010034;1051.3.6;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2104010034;17518;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2304130115;282SM3;Kamus istilah keuangan & akuntansi;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2304130115;47593;Makro ekonomi : aplikasi untuk indonesia;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2003010020;49238;Analisis wacana kajian teoritis dan praktis ed.2;401;Bahasa;2024-03-25;2024-04-01;Maret;Telah Kembali
2003010020;31523;ANALISIS TEKS MEDIA;401;Bahasa;2024-03-25;2024-04-01;Maret;Telah Kembali
2003010020;45407;Critical Discourse Analysis (Analisis Wacana Kritis) : Landasan Teori, Metodologi dan Penerapan;401;Bahasa;2024-03-25;2024-04-01;Maret;Telah Kembali
2104020129;1490;Metode Penelitian Kuantitatif, Kualitatif dan R&D;1;Karya umum;2024-03-25;2024-04-01;Maret;Telah Kembali
2003010037;45349;JENIS-JENIS TEKS;499;Bahasa;2024-03-25;2024-04-01;Maret;Telah Kembali
2204020152;29715;Mudah menguasai SPSS;4;Karya umum;2024-03-25;2024-04-01;Maret;Telah Kembali
2204010134;27220;Akuntansi manajemen : alat pengukuran dan pengambilan keputusan manajerial;658;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2204010134;49044;Akuntansi manajemen biaya sebuah pengantar;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2204010134;322pb3.1;Auditing jilid 1;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2204020030;24612;akuntansi manajemen ed. 3;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2204020038;2243.1;Akuntansi manajemen jilid 2;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2204020007;2239.4;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2003010057;33565;Media pembelajaran;371;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2003010057;45290;ANALISIS WACANA PENGANTAR ANALISIS TEKS MEDIA;401;Bahasa;2024-03-25;2024-04-01;Maret;Telah Kembali
2304020066;33286;AKUNTANSI KEUANGAN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2304020046;33283;AKUNTANSI KEUANGAN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2304020063;41082;AKUNTANSI KEUANGAN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2304020087;33291;AKUNTANSI KEUANGAN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2205040087;24193;Hukum pajak;336;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2205040087;24228;Perpajakan Revisi 2008;336;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2204010007;29285;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2204010039;24172;AKUNTANSI PAJAK ED.2;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2004020078;34497;Manajemen Strategis Buku 2;658;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
190569201044;1523.2;Sosiologi;301;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
190569201043;23446;Sosiologi konsep dan teori;301;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
190569201043;29498;Sosiologi;301;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
190388201105;19292;PSIKOLOGI SASTRA;801;Kesusastraan;2024-03-25;2024-04-01;Maret;Telah Kembali
190388201105;422.01;metodologi penelitian sastra;1;Karya umum;2024-03-25;2024-04-01;Maret;Telah Kembali
2303020030;47168;Mathematics undercover;510;Ilmu-ilmu murni;2024-03-25;2024-04-01;Maret;Telah Kembali
2203050088;45950;Stranger than fanfiction;823;Kesusastraan;2024-03-25;2024-04-01;Maret;Telah Kembali
2203050088;45511;The seagul reader stries;813;Kesusastraan;2024-03-25;2024-04-01;Maret;Telah Kembali
2204020099;49102;Akuntansi manajemen pendekatan studi kasus;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2204020119;41139;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2204020093;39619;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
190388201099;20235;Ancangan Simiotika dan Pekajian Susastra;810;Kesusastraan;2024-03-25;2024-04-01;Maret;Telah Kembali
190388201099;22721;Teori dan aplikasi semiotik michael riffaterre;401;Bahasa;2024-03-25;2024-04-01;Maret;Telah Kembali
190388201099;45093;Pengantar Semiotika;401;Bahasa;2024-03-25;2024-04-01;Maret;Telah Kembali
190388201049;47187;Teori sastra sepanjang zaman : tokoh, konsep dan aplikasi;800;Kesusastraan;2024-03-25;2024-04-01;Maret;Telah Kembali
190388201049;50761;Metodologi penelitian kebudayaan;1;Karya umum;2024-03-25;2024-04-01;Maret;Telah Kembali
190388201049;40203;SEMIOTIKA KAMUNIKASI APLIKASI PRAKTIS BAGI PENELITIAN DAN SKRIPSI KOMUNIKASI;1;Karya umum;2024-03-25;2024-04-01;Maret;Telah Kembali
2304120116;24180;Principles of economics pengantar ekonomi makro;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2304010013;178SM3;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Maret;Telah Kembali
2304130119;40413;ACCOUNTING PENGANTAR AKUNTANSI BUKU 2;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2104010050;42419;Managerial accounting;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Maret;Telah Kembali
2303070067;49833;Si anak savana;813;Kesusastraan;2024-03-22;2024-03-29;Maret;Telah Kembali
2303070067;49783;Harga sebuah percaya;813;Kesusastraan;2024-03-22;2024-03-29;Maret;Telah Kembali
2303070094;49976;Sagaras;813;Kesusastraan;2024-03-22;2024-03-29;Maret;Telah Kembali
2303070094;50803;new york times bestselling series;813;Kesusastraan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010075;591.3;AKUNTASI PAJAK;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010075;18716;Akuntansi pajak ed.6;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2304010045;26679;Hukum bisnis untuk perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304010045;304PB3.4;Makroekonomi;339;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304010093;26680;Hukum bisnis untuk perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304010093;15.424.2;Hukum Bisnis untuk Perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304010093;33870;EKONOMI MATEMATIKA BISNIS;330;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010138;31941;Akuntansi manajerial ed.14 bku 1;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010138;42421;Managerial accounting;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204020152;39881;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204020152;015MHS3.1;Manajemen operasional;659;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2304010049;15.224.1;KUHAP Lengkap;345;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304120149;26682;Hukum bisnis untuk perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304010147;15.424.1;Hukum Bisnis untuk Perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304010147;15.9.2;KUHAP dan KUHP;345;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304120200;P01410009;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304010047;221;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2304020056;2354;Akuntansi Jilid 2;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2304020056;25972;Akuntansi keuangan intermediate accounting buku 1;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2104010050;35890;Surat batak;800;Kesusastraan;2024-03-22;2024-03-29;Maret;Telah Kembali
2104010050;39514;detik-detik proklamasi saat-saat menegangkan menjelang kemerdekaan republik;900;Geografi dan sejarah;2024-03-22;2024-03-29;Maret;Telah Kembali
2205030018;33742;Psikologi sosial;155;Filsafat;2024-03-22;2024-03-29;Maret;Telah Kembali
2205040134;34128;HIMPUNAN LENGKAP UNDANG-UNDANG PPH;343;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2205040134;24194;Hukum pajak;336;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2205040134;41834;Pengantar hukum pajak - Edisi terbaru;340;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2203010015;32151;Pengantar statistik pendidikan;310;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2004020014;28269;Structural Equation Modeling: Data Kuesioner;1;Karya umum;2024-03-22;2024-03-29;Maret;Telah Kembali
2304020091;304PB3.2;Makroekonomi;339;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010055;32063;Akuntansi perpajakan ed.2;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010061;2665;Akuntansi Manajerial Accounting Managerial;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010061;2239;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010065;269;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010065;18716;Akuntansi pajak ed.6;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010064;18715;Akuntansi pajak ed.6;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2203020010;32423;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2203020010;17863;Belajar dan pembelajaran SAINS;372;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2203020028;32379;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2203020028;17582;Belajar dan pembelajaran sains;372;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2203020028;48568;Pemrograman komputer;5;Karya umum;2024-03-22;2024-03-29;Maret;Telah Kembali
2305140128;155sm3;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2305140114;H004;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2003010047;20699;metodologi penelitian sastra Epistemologi, model, teori dan aplikasi;1;Karya umum;2024-03-22;2024-03-29;Maret;Telah Kembali
2003010047;35082;Metodologi Penelitian Sosiologi Sastra;1;Karya umum;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010037;39610;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010037;40372;AKUNTANSI MANAJEMEN SISTEM PROSES DAN PEMECAHAN SOSIAL;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010112;1625;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010005;2239;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010126;34241;Managerial accounting;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2105040046;26908;Pemahaman seputar hukum waris adat di Indonesia;345;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2205040073;50785;Seni berkata tidak;808;Kesusastraan;2024-03-22;2024-03-29;Maret;Telah Kembali
2303070087;19690;Morfologi;416;Bahasa;2024-03-22;2024-03-29;Maret;Telah Kembali
2303070087;47729;Morfologi bahasa indonesia;416;Bahasa;2024-03-22;2024-03-29;Maret;Telah Kembali
2303010083;19392;PENGAJARAN MORFOLOGI;571;Ilmu-ilmu murni;2024-03-22;2024-03-29;Maret;Telah Kembali
2303010083;531APBN3.4;KAJIAN MORFOLOGI;416;Bahasa;2024-03-22;2024-03-29;Maret;Telah Kembali
2204020012;27221;Akuntansi manajemen : alat pengukuran dan pengambilan keputusan manajerial;658;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010068;49517;Tak masalah menjadi orang yang berbeda it's okay you're just diffrent;813;Kesusastraan;2024-03-22;2024-03-29;Maret;Telah Kembali
2204010068;49888;Gadis kretek;813;Kesusastraan;2024-03-22;2024-03-29;Maret;Telah Kembali
2003010038;37897;Evaluasi pembelajaran;371;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2003010038;40291;Dasar-dasar evaluasi pendidikan ED.2;371;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2003010038;47698;Evaluasi dan asesmen pembelajaran;371;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Maret;Telah Kembali
2003010043;31553;Pengajaran semantik;401;Bahasa;2024-03-22;2024-03-29;Maret;Telah Kembali
2202010018;771;Balada Gimpul (novel);813;Kesusastraan;2024-03-22;2024-03-29;Maret;Telah Kembali
2304130177;41905;Etika bisnis dan profesi;174;Filsafat;2024-03-21;2024-03-28;Maret;Sedang Dipinjam
2304130177;22635;Etika bisnis dasar dan aplikasinya;174;Filsafat;2024-03-21;2024-03-28;Maret;Sedang Dipinjam
2304130177;2234;Komunikasi bisnis;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Sedang Dipinjam
2304130175;42163;Pengantar Bisnis;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304020165;U0040011;Pengantar Bisnis;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130160;50059;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130160;U0040000;Pengantar Bisnis;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130159;26315;Pengantar bisnis;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130159;41520;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130159;26313;Pengantar bisnis;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130169;40926;Pengantar bisnis teori dan contoh kasus;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130169;49712;Akuntansi pengantar 1;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130169;26314;Pengantar bisnis;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304020161;49590;Pengantar bisnis;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304020161;49334;Akuntansi keuangan profesional kelola liabilitas dan ekuitas;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204020010;40265;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304020102;33912;PENGANTAR BISNIS EDISI 8 BUKU 2;650;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2303020017;48782;Geometri analitik pada ruang dimensi dua;516;Ilmu-ilmu murni;2024-03-21;2024-03-28;Maret;Telah Kembali
2303020020;47485;Geometri analitik;516;Ilmu-ilmu murni;2024-03-21;2024-03-28;Maret;Telah Kembali
2205010123;2394;Ekonomi kelembagaan;330;Ilmu-ilmu sosial;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010009;24644;AKUNTANSI PAJAK ED.2;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010009;2517;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2303080090;45404;English Skills Booster Grammar Tenses Vocabulary Conversation : Modul Komplet Untuk Latihan Autodidak Bahasa Inggris;425;Bahasa;2024-03-21;2024-03-28;Maret;Telah Kembali
2303080090;50579;CARA CEPAT MENGUASAI GRAMMAR TANPA RIBET;425;Bahasa;2024-03-21;2024-03-28;Maret;Telah Kembali
2303080090;17943;Cara mudah kuasai grammar;425;Bahasa;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010104;18961;Akuntansi keuangan menengah berbasis PSAK BUKU 2;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Sedang Dipinjam
2204010104;2244;Akuntansi manajemen jilid 2;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Sedang Dipinjam
2204020055;41976;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2104010032;2244;Teori, konsep dan aplikasi Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2104010032;34073;AKUNTANSI SEKTOR PUBLIK;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2104010032;1687;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2104010104;45304;Akuntansi sektor publik edisi terbaru;658;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2203020054;32424;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130120;32396;Akuntansi suatu pengantar revisi;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130140;44405;Dua Dini Hari;813;Kesusastraan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130140;48156;Akuntansi keuangan : pemahaman perhitungan dan pencatatan akuntansi keuangan;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304130140;49388;Akuntansi keuangan : pemahaman perhitungan dan pencatatan akuntansi keuangan;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2304020047;311PB3.3;Principles of economics pengantar ekonomi makro;339;Ilmu-ilmu sosial;2024-03-21;2024-03-28;Maret;Telah Kembali
2304020054;311PB3.2;Principles of economics pengantar ekonomi makro;339;Ilmu-ilmu sosial;2024-03-21;2024-03-28;Maret;Telah Kembali
2304020050;24180;Principles of economics pengantar ekonomi makro;339;Ilmu-ilmu sosial;2024-03-21;2024-03-28;Maret;Telah Kembali
2304020067;24269;Principles of economics pengantar ekonomi makro;339;Ilmu-ilmu sosial;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010097;47740;Akuntansi manajemen;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010097;A020001;Akuntansi manajerial : Managerial Accounting, edisi 11;658;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010097;33828;Akuntansi manajerial ed.14 bku 1;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010101;13.057.019;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010086;42050;Akuntansi manajerial suatu orientasi praktis;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010086;2587;Manajemen keuangan;658;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010086;24377;Akuntansi manajemen untuk usahanya;658;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010100;1725;Akuntansi manajemen;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010100;31940;Akuntansi manajerial ed.14 bku 1;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204010131;090sm3;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2305170119;35583;Belajar grammar untuk pemula;415;Bahasa;2024-03-21;2024-03-28;Maret;Telah Kembali
2305170119;492sm3;EYD & kaidah bahasa indonesia;410;Bahasa;2024-03-21;2024-03-28;Maret;Telah Kembali
2104020119;29227;AKUNTANSI MANAJEMEN TEORI DAN APLIKASI;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204020064;43165;akuntasi manajemen : sistem, proses,dan pemecahan soal;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204020066;764HB3.1;AKUNTANSI MANAJEMEN SISTEM PROSES DAN PEMECAHAN SOSIAL;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2204020076;561;AKUNTANSI MANAJEMEN SISTEM PROSES DAN PEMECAHAN SOSIAL;657;Ilmu-ilmu terapan;2024-03-21;2024-03-28;Maret;Telah Kembali
2303020035;44278;Aljabar dan Kalkulus;512;Ilmu-ilmu murni;2024-03-21;2024-03-28;Maret;Telah Kembali
2303020035;49003;Mathematics undercover;510;Ilmu-ilmu murni;2024-03-21;2024-03-28;Maret;Telah Kembali
2303020047;49002;Mathematics undercover;510;Ilmu-ilmu murni;2024-03-21;2024-03-28;Maret;Telah Kembali
2303020047;48943;Rumus-rumus cepat matematika sma;510;Ilmu-ilmu murni;2024-03-21;2024-03-28;Maret;Telah Kembali
2304020011;1;Makroekonomi;339;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2304120193;1756;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2304020025;28146;Teori ekonomi makro suatu pengantar;339;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2304020010;U0000142;Ekonomika Makro Edisi Revis;330;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2304120160;269.12;AKUNTANSI  KEUANGAN DASAR 1 Teori dan kasus;657;Ilmu-ilmu terapan;2024-03-20;2024-03-27;Maret;Telah Kembali
2304020038;40204;Bisnis pengantar konsep, strategi, & kasus;330;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2304020038;U0000144;Ekonomika Makro Edisi Revis;330;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2203020035;19973;Pukat;813;Kesusastraan;2024-03-20;2024-03-27;Maret;Telah Kembali
2203020035;27572;Statistika penelitian;310;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2303050017;17944;Aku sadar, aku gila;813;Kesusastraan;2024-03-20;2024-03-27;Maret;Telah Kembali
2303050017;47081;Etika bisnis dan profesi;174;Filsafat;2024-03-20;2024-03-27;Maret;Telah Kembali
2303050017;1903;Etika Bisnis;650;Ilmu-ilmu terapan;2024-03-20;2024-03-27;Maret;Telah Kembali
2304020047;35546;Etika Bisnis;650;Ilmu-ilmu terapan;2024-03-20;2024-03-27;Maret;Telah Kembali
2304020047;48687;Etika bisnis dan profesi;174;Filsafat;2024-03-20;2024-03-27;Maret;Telah Kembali
2304010061;233;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2304120118;151;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2304120167;249;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2305010002;2198;Bahasa indonesia untuk perguruan tinggi;410;Bahasa;2024-03-20;2024-03-27;Maret;Telah Kembali
2305010002;42557;KOMPISISI BAHASA INDONESIA REVISI 4;400;Bahasa;2024-03-20;2024-03-27;Maret;Telah Kembali
2305010002;K147;Komposisi Bahasa Indonesia;400;Bahasa;2024-03-20;2024-03-27;Maret;Telah Kembali
2104010068;42639;Akuntansi keuangan lanjutan (perspektif Indonesia) buku 2;657;Ilmu-ilmu terapan;2024-03-20;2024-03-27;Maret;Telah Kembali
2305030019;49901;Bungkam suara sebuah novel;813;Kesusastraan;2024-03-20;2024-03-27;Maret;Telah Kembali
2305030019;30333;Pada sebuah kapal;813;Kesusastraan;2024-03-20;2024-03-27;Maret;Telah Kembali
2305030020;50693;Rindu;813;Kesusastraan;2024-03-20;2024-03-27;Maret;Telah Kembali
2003010025;37434;METODOLOGI PENELITIAN KUALITATIF;1;Karya umum;2024-03-20;2024-03-27;Maret;Telah Kembali
2003010025;1490;Metode Penelitian Kuantitatif, Kualitatif dan R&D;1;Karya umum;2024-03-20;2024-03-27;Maret;Telah Kembali
2305140090;44335;HUKUM ADMINISTRASI NEGARA;341;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2305140090;17262;Hukum administrasi;342;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
2305020051;2861;Hukum administrasi;342;Ilmu-ilmu sosial;2024-03-20;2024-03-27;Maret;Telah Kembali
